session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag,sequence_id
SES_JAV_POO_0015,athlete_28,1857,javelin,144.21,150.38,165.0,177.97,131.35,139.43,178.78,167.7,78.56,78.0,70.88,1.63,30.33,3.74,0.48,0,0.564,32.2,flight,poor,LOWER HIPS!,61
SES_VER_POO_0003,athlete_19,441,vertical_jump,133.86,138.65,146.05,139.22,76.53,93.21,148.18,144.45,74.41,61.24,35.26,1.73,29.0,-2.4,0.51,24.0,0.675,38.5,flight,poor,Critical form deviation.,14
SES_CRI_POO_0019,athlete_25,2309,cricket_bat,167.79,150.55,174.83,150.62,130.88,122.98,160.83,163.41,78.78,82.89,58.32,4.06,24.64,1.83,0.39,0,0.548,34.2,flight,poor,Critical form deviation.,76
SES_SNA_POO_0007,athlete_79,873,snatch,142.13,130.67,144.37,154.84,81.16,104.09,175.0,142.26,80.52,76.95,30.58,1.83,32.0,4.97,0.38,0,0.674,43.7,setup,poor,Critical form deviation.,29
SES_VER_AVE_0002,athlete_48,273,vertical_jump,117.23,115.0,112.8,126.17,80.01,91.78,145.81,163.48,72.23,79.63,23.05,2.17,34.4,4.18,0.43,27.5,0.759,62.7,setup,average,Lower your hips.,9
SES_SNA_POO_0007,athlete_11,901,snatch,125.65,147.24,154.68,143.35,89.88,93.27,135.96,167.81,79.32,73.51,36.77,2.14,29.83,1.47,0.37,0,0.646,43.0,setup,poor,Work on symmetry.,30
SES_SNA_ELI_0004,athlete_27,535,snatch,90.53,96.03,98.0,94.61,41.57,44.45,176.15,175.98,91.49,83.23,25.05,0,22.75,-0.15,0.55,0,0.921,96.7,landing,elite,Hold this form.,17
SES_JAV_ELI_0012,athlete_53,1523,javelin,104.46,104.08,151.74,143.91,171.4,173.92,127.82,125.94,86.34,86.76,34.1,0.72,20.53,-0.49,0.53,0,0.763,93.9,flight,elite,Great form! Maintain position.,50
SES_CRI_AVE_0018,athlete_72,2277,cricket_bat,161.67,150.76,154.74,162.65,110.24,110.12,163.44,160.56,88.84,82.74,41.28,1.09,28.62,1.85,0.4,0,0.684,59.9,flight,average,Control trunk lean.,75
SES_CRI_AVE_0018,athlete_72,2253,cricket_bat,130.74,146.86,162.94,173.37,135.29,118.11,172.27,158.01,94.67,92.08,33.9,1.09,28.62,1.85,0.4,0,0.664,61.0,setup,average,Control trunk lean.,75
SES_SPR_ELI_0008,athlete_23,1031,sprint,46.48,48.42,90.68,92.62,81.98,73.69,92.37,87.4,72.49,68.6,13.1,0.7,42.08,0.04,0.55,0,0.881,93.7,descent,elite,Hold this form.,34
SES_VER_POO_0003,athlete_19,435,vertical_jump,133.86,138.25,147.48,139.93,86.53,83.21,151.82,149.67,66.01,64.07,47.08,1.73,29.0,-2.4,0.51,24.0,0.675,38.8,takeoff,poor,Critical form deviation.,14
SES_JAV_ELI_0012,athlete_49,1451,javelin,103.08,106.4,151.72,141.05,169.84,170.02,125.89,134.85,92.74,90.76,31.36,1.47,27.08,1.79,0.39,0,0.749,95.4,descent,elite,Great form! Maintain position.,48
SES_VER_AVE_0002,athlete_23,260,vertical_jump,117.91,110.38,124.19,129.78,76.98,91.89,149.61,146.51,76.87,69.74,26.52,1.55,37.69,-0.28,0.5,39.9,0.767,62.8,flight,average,Lower your hips.,8
SES_VER_POO_0003,athlete_61,370,vertical_jump,123.84,129.99,148.1,146.18,92.38,83.33,155.31,132.95,70.19,66.49,37.2,0.87,26.15,-1.22,0.45,17.9,0.681,38.7,descent,poor,Critical form deviation.,12
SES_VER_AVE_0002,athlete_23,246,vertical_jump,114.09,115.24,125.4,116.53,83.22,70.7,150.84,140.03,86.73,85.21,22.56,1.55,37.69,-0.28,0.5,39.9,0.776,61.3,descent,average,Lower your hips.,8
SES_JAV_POO_0015,athlete_04,1914,javelin,140.42,139.75,157.63,172.09,133.14,134.63,160.34,155.15,73.21,69.54,63.52,1.91,22.23,2.77,0.47,0,0.571,27.2,flight,poor,Work on symmetry.,63
SES_VER_AVE_0002,athlete_13,331,vertical_jump,104.83,114.78,131.84,114.5,63.26,81.45,118.21,136.66,87.36,84.66,33.1,1.86,26.22,-0.99,0.57,41.1,0.732,65.1,setup,average,Lower your hips.,11
SES_VER_AVE_0002,athlete_48,285,vertical_jump,114.53,117.56,123.77,115.99,77.49,83.53,140.83,139.5,79.4,80.51,20.49,2.17,34.4,4.18,0.43,27.5,0.773,63.3,takeoff,average,Lower your hips.,9
SES_SNA_AVE_0006,athlete_23,773,snatch,114.97,104.52,116.59,118.13,68.52,64.35,150.05,165.17,85.73,79.81,35.87,1.02,17.89,-0.36,0.51,0,0.789,58.7,flight,average,Lower your hips.,25
SES_CRI_ELI_0016,athlete_44,1978,cricket_bat,121.35,121.48,146.07,141.39,95.57,91.75,158.32,158.51,88.68,87.55,21.38,0.49,26.81,2.6,0.45,0,0.81,95.8,flight,elite,Great form! Maintain position.,65
SES_CRI_AVE_0018,athlete_33,2220,cricket_bat,139.42,147.95,151.84,168.11,131.98,118.49,180,156.56,77.43,90.11,15.08,0.2,16.78,4.95,0.41,0,0.674,61.6,setup,average,Activate core more.,74
SES_VER_ELI_0000,athlete_21,25,vertical_jump,96.25,97.29,92.63,96.2,70.48,64.96,112.95,118.69,93.87,88.44,10.01,3.75,40.25,2.33,0.48,49.9,0.945,92.8,landing,elite,Great form! Maintain position.,0
SES_CRI_GOO_0017,athlete_15,2119,cricket_bat,123.41,124.44,154.96,140.39,102.6,107.0,155.98,160.07,93.98,99.05,27.41,0.97,12.01,-2.16,0.36,0,0.749,83.3,takeoff,good,Slight asymmetry detected.,70
SES_CRI_AVE_0018,athlete_72,2267,cricket_bat,157.09,135.62,154.65,152.59,115.86,110.82,153.44,167.98,90.51,87.73,33.58,1.09,28.62,1.85,0.4,0,0.675,60.0,takeoff,average,Control trunk lean.,75
SES_SNA_POO_0007,athlete_54,841,snatch,145.52,122.29,124.49,140.35,79.8,77.67,107.87,141.89,60.01,79.16,37.04,3.09,29.02,3.78,0.43,0,0.634,43.8,setup,poor,Work on symmetry.,28
SES_CRI_POO_0019,athlete_48,2392,cricket_bat,151.1,159.6,162.02,166.14,146.53,133.35,179.02,176.64,78.37,74.77,61.68,2.94,17.15,5.67,0.57,0,0.595,50.0,takeoff,poor,Critical form deviation.,79
SES_JAV_POO_0015,athlete_47,1882,javelin,137.74,142.19,172.59,171.62,143.68,113.43,159.42,167.2,73.39,78.92,47.25,4.82,22.78,-0.61,0.3,0,0.589,41.6,takeoff,poor,Critical form deviation.,62
SES_CRI_ELI_0016,athlete_64,2003,cricket_bat,110.91,124.93,134.44,136.86,79.47,87.3,150.62,133.52,89.84,88.47,19.27,2.29,48.83,2.19,0.45,0,0.777,97.6,flight,elite,Hold this form.,66
SES_VER_ELI_0000,athlete_49,36,vertical_jump,95.67,90.07,92.8,93.02,60.25,71.4,121.81,109.59,81.88,87.03,9.2,4.68,33.72,-0.49,0.5,65.6,0.942,94.3,descent,elite,Elite biomechanics detected.,1
SES_SNA_POO_0007,athlete_43,940,snatch,136.77,123.96,140.3,151.41,82.34,74.47,145.21,143.53,64.23,65.21,58.35,3.11,12.22,5.96,0.37,0,0.668,32.4,descent,poor,LOWER HIPS!,31
SES_SPR_POO_0011,athlete_55,1365,sprint,98.06,92.99,125.53,123.14,106.55,109.27,126.6,114.4,87.37,96.08,35.24,1.53,22.2,7.52,0.52,0,0.699,29.5,descent,poor,LOWER HIPS!,45
SES_CRI_AVE_0018,athlete_59,2166,cricket_bat,150.49,141.96,140.55,158.28,122.53,108.51,144.16,159.95,78.87,89.87,36.78,3.51,36.71,4.25,0.4,0,0.665,64.1,setup,average,Activate core more.,72
SES_CRI_GOO_0017,athlete_15,2116,cricket_bat,123.85,128.15,159.96,138.5,107.6,94.79,150.98,158.4,90.43,86.74,24.71,0.97,12.01,-2.16,0.36,0,0.729,83.0,takeoff,good,Slight asymmetry detected.,70
SES_SPR_ELI_0008,athlete_13,965,sprint,58.81,50.97,89.65,93.66,76.97,76.98,89.65,83.43,73.63,75.84,11.13,2.45,40.04,4.42,0.44,0,0.847,93.7,setup,elite,Great form! Maintain position.,32
SES_JAV_POO_0015,athlete_47,1878,javelin,147.74,142.19,162.59,167.63,131.79,126.19,159.42,158.59,73.39,70.09,52.71,4.82,22.78,-0.61,0.3,0,0.579,42.5,takeoff,poor,Critical form deviation.,62
SES_SNA_GOO_0005,athlete_22,634,snatch,101.16,103.19,114.64,112.56,53.99,58.65,176.71,170.48,79.0,84.23,29.7,1.84,29.67,4.16,0.43,0,0.889,80.2,setup,good,Slight asymmetry detected.,21
SES_SPR_AVE_0010,athlete_49,1306,sprint,78.15,72.75,117.79,114.14,95.12,96.17,106.4,119.59,80.21,87.7,20.85,0.95,27.31,6.44,0.43,0,0.77,70.4,descent,average,Control trunk lean.,43
SES_SPR_AVE_0010,athlete_32,1220,sprint,70.05,71.02,137.78,120.87,94.35,99.91,102.93,110.48,80.35,86.8,24.61,1.97,20.64,0.35,0.51,0,0.759,60.0,takeoff,average,Control trunk lean.,40
SES_VER_POO_0003,athlete_19,447,vertical_jump,122.59,145.09,143.05,139.22,86.53,85.68,153.5,154.45,80.59,71.75,53.79,1.73,29.0,-2.4,0.51,24.0,0.637,37.3,landing,poor,Critical form deviation.,14
SES_SPR_ELI_0008,athlete_61,1075,sprint,38.94,48.12,82.48,85.19,69.54,70.57,91.13,97.04,70.31,67.2,13.12,3.43,35.85,2.18,0.64,0,0.819,97.8,takeoff,elite,Hold this form.,35
SES_SNA_GOO_0005,athlete_22,639,snatch,93.6,94.68,116.04,107.56,58.89,53.65,166.53,165.48,87.67,89.23,30.95,1.84,29.67,4.16,0.43,0,0.875,80.4,descent,good,Slight asymmetry detected.,21
SES_SPR_GOO_0009,athlete_49,1139,sprint,67.14,54.68,97.74,97.11,93.48,72.42,96.36,99.61,82.59,83.34,25.93,1.23,33.46,-2.28,0.42,0,0.792,79.1,takeoff,good,Extend hips fully.,37
SES_VER_POO_0003,athlete_19,423,vertical_jump,120.07,127.87,136.69,150.22,88.68,87.47,175.0,125.97,61.09,79.65,28.97,1.73,29.0,-2.4,0.51,24.0,0.651,37.9,setup,poor,Critical form deviation.,14
SES_SNA_POO_0007,athlete_11,922,snatch,127.16,125.82,140.57,147.61,83.67,78.19,138.27,134.56,76.77,70.41,46.74,2.14,29.83,1.47,0.37,0,0.702,43.8,flight,poor,Work on symmetry.,30
SES_SNA_ELI_0004,athlete_14,593,snatch,83.92,90.43,95.31,96.14,40.83,43.63,179.32,177.69,86.17,87.84,28.67,1.28,40.29,3.03,0.44,0,0.924,95.0,flight,elite,Great form! Maintain position.,19
SES_CRI_AVE_0018,athlete_72,2257,cricket_bat,141.89,147.86,157.07,157.8,125.29,118.11,177.06,158.01,92.29,82.94,40.29,1.09,28.62,1.85,0.4,0,0.706,60.3,setup,average,Control trunk lean.,75
SES_SNA_POO_0007,athlete_79,899,snatch,131.17,128.23,143.23,151.79,78.79,84.22,149.9,128.63,66.17,73.28,45.31,1.83,32.0,4.97,0.38,0,0.695,41.0,landing,poor,Critical form deviation.,29
SES_CRI_AVE_0018,athlete_15,2214,cricket_bat,143.37,138.29,159.73,148.82,108.62,115.55,161.26,165.13,84.32,84.67,34.31,0.11,23.44,0.01,0.47,0,0.689,65.6,flight,average,Activate core more.,73
SES_CRI_ELI_0016,athlete_44,1964,cricket_bat,114.38,123.31,144.44,133.69,84.11,87.12,142.05,134.26,90.62,94.53,23.86,0.49,26.81,2.6,0.45,0,0.774,96.3,descent,elite,Great form! Maintain position.,65
SES_SNA_GOO_0005,athlete_22,658,snatch,90.19,97.28,114.04,119.94,47.88,50.95,166.47,169.85,99.83,81.14,31.17,1.84,29.67,4.16,0.43,0,0.861,82.1,landing,good,Slight asymmetry detected.,21
SES_VER_POO_0003,athlete_50,469,vertical_jump,139.19,142.62,149.45,138.46,87.52,81.8,155.47,146.2,69.5,68.78,39.26,0.96,34.75,4.16,0.45,15.6,0.671,34.7,flight,poor,Work on symmetry.,15
SES_JAV_POO_0015,athlete_47,1866,javelin,142.24,141.97,165.84,169.84,131.06,123.11,158.19,161.41,75.5,73.29,62.09,4.82,22.78,-0.61,0.3,0,0.592,43.1,setup,poor,Critical form deviation.,62
SES_CRI_ELI_0016,athlete_64,2007,cricket_bat,121.95,118.03,144.44,133.98,81.43,84.88,140.62,143.52,89.84,86.78,24.31,2.29,48.83,2.19,0.45,0,0.789,98.4,flight,elite,Hold this form.,66
SES_CRI_AVE_0018,athlete_59,2179,cricket_bat,140.62,152.51,153.39,155.74,102.26,127.76,170.04,157.56,99.27,89.26,26.27,3.51,36.71,4.25,0.4,0,0.69,64.3,takeoff,average,Activate core more.,72
SES_VER_AVE_0002,athlete_23,240,vertical_jump,110.61,117.7,117.92,124.93,93.22,40.7,130.84,130.03,94.06,97.56,40.08,1.55,37.69,-0.28,0.5,39.9,0.765,62.0,setup,average,Lower your hips.,8
SES_VER_POO_0003,athlete_19,439,vertical_jump,143.86,138.25,146.05,135.97,76.53,93.21,148.18,144.45,74.41,64.23,35.26,1.73,29.0,-2.4,0.51,24.0,0.668,38.4,flight,poor,Critical form deviation.,14
SES_VER_POO_0003,athlete_19,431,vertical_jump,142.22,128.25,152.75,136.89,97.23,94.48,150.19,139.67,66.88,64.07,27.08,1.73,29.0,-2.4,0.51,24.0,0.639,38.1,descent,poor,Critical form deviation.,14
SES_SPR_POO_0011,athlete_29,1430,sprint,80.91,88.8,147.04,148.2,109.26,105.71,122.55,132.06,97.99,88.32,34.39,1.78,12.02,4.96,0.53,0,0.688,35.8,takeoff,poor,Critical form deviation.,47
SES_JAV_GOO_0013,athlete_67,1638,javelin,105.45,103.88,156.06,159.51,156.37,162.66,135.07,132.46,87.75,94.16,52.63,2.8,33.22,3.51,0.54,0,0.729,81.5,takeoff,good,Extend hips fully.,54
SES_SPR_POO_0011,athlete_29,1422,sprint,97.06,88.8,120.24,134.91,95.32,108.25,131.72,142.06,99.1,84.78,30.55,1.78,12.02,4.96,0.53,0,0.658,36.2,descent,poor,Critical form deviation.,47
SES_SPR_AVE_0010,athlete_49,1294,sprint,64.21,60.79,122.42,110.8,91.91,106.17,122.62,111.07,82.18,84.04,19.63,0.95,27.31,6.44,0.43,0,0.756,69.9,setup,average,Control trunk lean.,43
SES_CRI_GOO_0017,athlete_65,2148,cricket_bat,136.04,125.99,151.95,145.58,85.48,99.66,159.03,157.33,87.71,87.51,28.72,1.17,24.6,4.25,0.43,0,0.745,82.4,takeoff,good,"Good depth, push harder through the heels.",71
SES_VER_POO_0003,athlete_19,449,vertical_jump,132.59,135.09,142.18,142.25,86.53,75.68,153.24,154.45,70.59,63.75,53.79,1.73,29.0,-2.4,0.51,24.0,0.694,38.1,landing,poor,Critical form deviation.,14
SES_SNA_POO_0007,athlete_79,895,snatch,141.17,122.33,146.68,137.03,83.48,81.28,139.9,145.37,66.17,78.67,46.66,1.83,32.0,4.97,0.38,0,0.66,41.4,landing,poor,Critical form deviation.,29
SES_SNA_POO_0007,athlete_43,934,snatch,123.08,131.23,151.31,145.99,85.59,79.31,129.93,173.53,70.07,66.62,48.35,3.11,12.22,5.96,0.37,0,0.69,33.0,setup,poor,LOWER HIPS!,31
SES_VER_POO_0003,athlete_19,445,vertical_jump,129.37,140.21,133.05,139.22,86.53,85.68,158.18,154.45,74.41,61.75,53.79,1.73,29.0,-2.4,0.51,24.0,0.661,37.5,landing,poor,Critical form deviation.,14
SES_JAV_GOO_0013,athlete_50,1563,javelin,110.79,122.13,162.5,153.11,148.35,156.82,143.57,143.51,91.33,67.55,37.95,2.9,45.79,3.05,0.55,0,0.692,74.5,setup,good,"Good depth, push harder through the heels.",52
SES_SPR_ELI_0008,athlete_23,1022,sprint,37.7,44.94,87.12,91.72,78.23,85.24,84.71,100.4,68.7,71.18,20.27,0.7,42.08,0.04,0.55,0,0.827,93.0,setup,elite,Hold this form.,34
SES_JAV_AVE_0014,athlete_60,1712,javelin,137.96,129.23,168.61,152.04,131.24,140.32,150.33,168.71,97.68,87.6,52.29,3.8,21.97,3.08,0.59,0,0.632,67.8,setup,average,Activate core more.,57
SES_SNA_AVE_0006,athlete_23,750,snatch,119.78,136.58,113.19,123.19,62.01,78.54,147.15,175.05,79.05,80.68,24.26,1.02,17.89,-0.36,0.51,0,0.759,56.5,setup,average,Lower your hips.,25
SES_VER_GOO_0001,athlete_79,236,vertical_jump,98.09,101.18,107.94,103.65,73.33,66.19,134.71,140.31,86.88,84.87,20.8,1.96,23.98,1.93,0.46,37.9,0.859,78.4,landing,good,Slight asymmetry detected.,7
SES_CRI_ELI_0016,athlete_64,1998,cricket_bat,115.91,121.21,132.96,141.72,91.09,92.3,144.74,155.32,93.68,92.69,19.18,2.29,48.83,2.19,0.45,0,0.787,97.5,takeoff,elite,Hold this form.,66
SES_VER_ELI_0000,athlete_79,109,vertical_jump,89.14,92.36,100.54,96.81,56.53,55.47,107.47,111.69,84.99,87.13,10.58,0.86,31.29,1.49,0.51,63.6,0.938,92.8,flight,elite,Hold this form.,3
SES_SNA_AVE_0006,athlete_29,826,snatch,97.47,99.67,113.66,121.88,70.03,76.36,169.03,163.96,86.69,81.79,30.69,1.24,26.33,-0.49,0.41,0,0.792,65.0,takeoff,average,Control trunk lean.,27
SES_SPR_POO_0011,athlete_75,1343,sprint,97.06,90.33,136.89,123.41,111.9,114.29,123.86,130.31,94.38,91.0,32.6,5.1,21.29,-1.57,0.41,0,0.67,46.0,takeoff,poor,Work on symmetry.,44
SES_SPR_ELI_0008,athlete_13,975,sprint,41.65,47.23,96.98,94.99,81.54,72.36,93.08,86.19,71.44,74.76,18.02,2.45,40.04,4.42,0.44,0,0.854,93.3,descent,elite,Great form! Maintain position.,32
SES_SPR_POO_0011,athlete_75,1324,sprint,97.35,90.68,133.0,130.37,146.25,103.32,124.23,120.27,88.59,97.53,33.24,5.1,21.29,-1.57,0.41,0,0.694,44.8,setup,poor,Work on symmetry.,44
SES_SPR_ELI_0008,athlete_23,1037,sprint,49.37,47.16,103.71,96.62,83.52,78.79,88.35,91.41,72.22,75.99,10.77,0.7,42.08,0.04,0.55,0,0.866,93.9,descent,elite,Hold this form.,34
SES_SPR_ELI_0008,athlete_61,1072,sprint,46.01,46.61,86.03,96.67,76.95,76.27,90.01,89.42,76.13,70.77,11.9,3.43,35.85,2.18,0.64,0,0.859,98.8,takeoff,elite,Hold this form.,35
SES_SPR_GOO_0009,athlete_27,1086,sprint,64.02,60.21,102.63,96.75,86.4,88.68,99.99,102.18,77.85,75.41,18.45,1.98,26.91,2.91,0.54,0,0.815,81.6,setup,good,Slight asymmetry detected.,36
SES_JAV_AVE_0014,athlete_66,1795,javelin,131.63,126.88,168.92,160.24,145.64,128.74,142.85,163.53,72.85,80.44,45.36,1.12,29.98,1.94,0.39,0,0.654,56.4,flight,average,Control trunk lean.,59
SES_SNA_POO_0007,athlete_54,846,snatch,130.52,117.29,134.85,143.64,74.8,82.67,130.3,146.89,66.36,81.06,51.39,3.09,29.02,3.78,0.43,0,0.67,43.5,descent,poor,Work on symmetry.,28
SES_SPR_GOO_0009,athlete_49,1129,sprint,56.06,63.49,101.5,107.73,90.64,86.94,94.58,103.58,77.66,83.34,17.55,1.23,33.46,-2.28,0.42,0,0.792,79.3,descent,good,Extend hips fully.,37
SES_JAV_POO_0015,athlete_47,1887,javelin,142.58,137.23,160.77,171.05,141.81,128.43,174.42,172.2,68.39,63.31,55.52,4.82,22.78,-0.61,0.3,0,0.57,42.1,flight,poor,Critical form deviation.,62
SES_CRI_POO_0019,athlete_62,2346,cricket_bat,173.81,162.21,167.46,160.46,110.08,135.58,169.92,150.59,73.81,80.64,59.86,1.68,42.82,-3.36,0.41,0,0.587,31.4,setup,poor,Work on symmetry.,78
SES_SNA_AVE_0006,athlete_37,746,snatch,108.39,105.58,128.42,116.22,61.5,50.71,169.95,156.8,94.49,84.55,34.96,2.23,18.49,3.17,0.51,0,0.784,68.8,landing,average,Activate core more.,24
SES_SPR_ELI_0008,athlete_41,1016,sprint,53.52,46.25,91.53,89.64,80.79,69.36,85.53,94.41,74.2,72.33,13.01,1.95,22.47,7.38,0.51,0,0.853,93.0,takeoff,elite,Great form! Maintain position.,33
SES_SNA_GOO_0005,athlete_43,617,snatch,94.8,99.16,108.16,114.51,58.51,40.85,173.69,174.78,78.17,84.62,24.77,0,19.66,0.14,0.6,0,0.869,78.5,takeoff,good,Extend hips fully.,20
SES_SNA_GOO_0005,athlete_43,603,snatch,91.93,92.56,117.74,111.17,50.72,47.04,175.0,171.02,81.94,78.42,21.85,0,19.66,0.14,0.6,0,0.881,79.5,setup,good,Extend hips fully.,20
SES_JAV_AVE_0014,athlete_73,1740,javelin,146.8,128.76,178,175.08,151.24,144.64,148.35,127.2,64.25,71.34,56.69,2.63,19.34,0.28,0.43,0,0.638,57.0,setup,average,Control trunk lean.,58
SES_JAV_POO_0015,athlete_28,1835,javelin,151.72,147.75,169.49,173.0,113.87,140.52,152.33,157.79,63.71,69.07,56.87,1.63,30.33,3.74,0.48,0,0.586,31.0,setup,poor,LOWER HIPS!,61
SES_CRI_POO_0019,athlete_62,2348,cricket_bat,166.79,162.21,166.26,151.86,107.04,125.58,179.92,150.59,82.45,76.41,57.23,1.68,42.82,-3.36,0.41,0,0.586,31.2,descent,poor,Work on symmetry.,78
SES_CRI_GOO_0017,athlete_69,2069,cricket_bat,137.35,127.54,148.03,146.84,96.42,99.09,152.53,144.17,83.72,79.84,17.88,2.76,28.84,4.74,0.53,0,0.756,82.8,flight,good,Slight asymmetry detected.,68
SES_CRI_AVE_0018,athlete_33,2236,cricket_bat,145.99,146.67,153.29,149.69,93.69,106.76,170.0,154.39,88.72,77.18,38.53,0.2,16.78,4.95,0.41,0,0.712,62.8,takeoff,average,Activate core more.,74
SES_VER_GOO_0001,athlete_56,188,vertical_jump,96.27,94.11,99.74,101.17,55.83,66.07,143.96,143.94,89.52,86.94,14.05,0.17,23.46,3.3,0.55,44.2,0.869,82.0,descent,good,"Good depth, push harder through the heels.",6
SES_VER_ELI_0000,athlete_49,58,vertical_jump,98.62,94.54,91.73,95.1,63.3,59.01,122.78,119.36,94.83,89.23,15.36,4.68,33.72,-0.49,0.5,65.6,0.937,94.4,landing,elite,Elite biomechanics detected.,1
SES_SNA_POO_0007,athlete_43,957,snatch,135.42,126.55,154.84,150.83,88.39,79.54,143.97,147.54,64.74,74.41,49.74,3.11,12.22,5.96,0.37,0,0.693,33.9,landing,poor,LOWER HIPS!,31
SES_CRI_ELI_0016,athlete_64,2005,cricket_bat,119.91,126.25,144.44,143.98,79.47,91.55,140.62,143.52,89.84,87.55,19.27,2.29,48.83,2.19,0.45,0,0.803,97.4,flight,elite,Hold this form.,66
SES_CRI_AVE_0018,athlete_33,2234,cricket_bat,145.99,146.67,151.49,158.49,93.69,102.29,180,157.33,88.72,84.98,38.86,0.2,16.78,4.95,0.41,0,0.705,62.8,descent,average,Activate core more.,74
SES_SNA_POO_0007,athlete_11,923,snatch,122.16,120.82,140.75,142.61,88.67,73.19,143.27,139.36,74.47,68.28,41.74,2.14,29.83,1.47,0.37,0,0.713,43.9,flight,poor,Work on symmetry.,30
SES_SNA_ELI_0004,athlete_35,566,snatch,94.36,87.07,97.18,99.2,42.32,34.53,176.05,176.66,87.26,93.73,16.7,3.24,49.53,0.28,0.53,0,0.921,97.3,landing,elite,Elite biomechanics detected.,18
SES_SNA_ELI_0004,athlete_04,497,snatch,84.7,86.75,99.07,99.76,42.62,45.84,175.0,175.51,93.35,94.08,25.39,1.11,30.16,-2.51,0.54,0,0.941,95.2,takeoff,elite,Elite biomechanics detected.,16
SES_CRI_AVE_0018,athlete_33,2222,cricket_bat,139.42,148.58,151.84,158.11,131.98,127.01,170.0,155.51,87.43,80.11,25.08,0.2,16.78,4.95,0.41,0,0.688,62.5,setup,average,Activate core more.,74
SES_VER_POO_0003,athlete_50,464,vertical_jump,134.19,144.69,142.74,134.62,72.52,84.17,160.47,141.2,64.5,64.85,47.95,0.96,34.75,4.16,0.45,15.6,0.659,34.8,takeoff,poor,Work on symmetry.,15
SES_SNA_AVE_0006,athlete_37,742,snatch,118.39,98.48,131.59,120.82,64.53,59.05,164.0,156.33,84.49,67.82,34.96,2.23,18.49,3.17,0.51,0,0.745,67.7,flight,average,Activate core more.,24
SES_JAV_GOO_0013,athlete_50,1571,javelin,113.8,125.86,157.69,155.99,162.15,160.09,145.49,140.84,89.32,84.66,45.57,2.9,45.79,3.05,0.55,0,0.705,74.1,descent,good,"Good depth, push harder through the heels.",52
SES_VER_GOO_0001,athlete_56,198,vertical_jump,92.53,96.86,100.87,104.42,73.26,71.49,131.15,133.94,91.2,77.47,16.45,0.17,23.46,3.3,0.55,44.2,0.855,81.2,flight,good,"Good depth, push harder through the heels.",6
SES_SPR_ELI_0008,athlete_13,980,sprint,46.31,42.72,100.51,98.19,83.91,73.82,95.51,84.44,68.44,70.06,12.86,2.45,40.04,4.42,0.44,0,0.87,94.6,takeoff,elite,Great form! Maintain position.,32
SES_VER_GOO_0001,athlete_46,141,vertical_jump,107.73,95.36,95.34,102.17,71.44,72.24,135.91,130.14,78.58,79.45,19.0,2.67,21.85,4.22,0.41,47.7,0.824,77.1,flight,good,Extend hips fully.,4
SES_CRI_ELI_0016,athlete_76,2016,cricket_bat,122.14,124.31,146.47,140.37,93.0,85.99,144.95,148.03,90.51,101.64,14.35,2.15,51.96,3.27,0.46,0,0.802,95.5,setup,elite,Hold this form.,67
SES_VER_POO_0003,athlete_41,419,vertical_jump,146.4,142.71,138.78,142.96,97.67,98.13,148.63,150.66,61.32,71.01,40.84,1.08,32.9,5.5,0.59,9.6,0.683,48.6,landing,poor,Critical form deviation.,13
SES_SNA_ELI_0004,athlete_35,555,snatch,89.3,86.21,95.34,100.56,47.96,40.4,179.63,180,82.93,84.9,22.47,3.24,49.53,0.28,0.53,0,0.923,96.9,takeoff,elite,Elite biomechanics detected.,18
SES_SNA_GOO_0005,athlete_22,638,snatch,91.38,91.5,111.04,102.56,63.89,48.65,170.72,160.48,86.51,84.23,25.95,1.84,29.67,4.16,0.43,0,0.877,80.3,descent,good,Slight asymmetry detected.,21
SES_CRI_POO_0019,athlete_25,2282,cricket_bat,164.71,170.0,158.7,169.66,140.31,117.65,175.58,161.46,73.49,73.82,47.19,4.06,24.64,1.83,0.39,0,0.59,36.0,setup,poor,Critical form deviation.,76
SES_JAV_ELI_0012,athlete_68,1541,javelin,105.04,94.58,140.76,152.27,169.07,171.8,139.84,124.67,86.31,80.23,30.57,2.6,37.36,-1.48,0.52,0,0.726,94.4,descent,elite,Great form! Maintain position.,51
SES_SNA_GOO_0005,athlete_43,626,snatch,96.63,92.33,119.37,117.73,43.51,40.58,170.83,176.86,80.5,90.88,21.29,0,19.66,0.14,0.6,0,0.883,78.7,landing,good,Extend hips fully.,20
SES_CRI_AVE_0018,athlete_33,2245,cricket_bat,136.06,151.01,157.73,154.28,105.81,106.64,161.34,149.39,85.29,84.01,50.65,0.2,16.78,4.95,0.41,0,0.68,62.6,flight,average,Activate core more.,74
SES_VER_AVE_0002,athlete_48,291,vertical_jump,114.18,113.95,111.57,115.08,88.27,92.71,130.83,152.06,79.4,72.35,19.42,2.17,34.4,4.18,0.43,27.5,0.79,63.1,flight,average,Lower your hips.,9
